2025-04-19 22:12:25,right_swipe,11,0.040055525263731837,0,0.02348757919365428,0,0.012445598037281356,0.00;0.04;0.02;0.04;0.03;0.01;0.03;0.02;0.04;0.02;0.01
2025-04-19 22:12:27,right_swipe,11,0.05515387642856525,0,0.024110246650630062,0,0.0248767672615762,0.00;0.04;0.06;0.03;0.03;0.01;0.01;0.02;0.02;0.02;0.02
2025-04-19 22:12:31,left_swipe,11,0.044337362099722284,0,0.025883319386795278,0,0.019693407197145404,0.00;0.04;0.04;0.02;0.02;0.03;0.03;0.03;0.02;0.02;0.02
2025-04-19 22:12:32,left_swipe,11,0.05222039328153876,0,0.032471764886525416,0,0.030414381290050505,0.00;0.03;0.05;0.04;0.05;0.05;0.02;0.03;0.03;0.03;0.03
2025-04-19 22:12:37,up_swipe,12,0.09690351564947179,0,0.024724787414970643,0,0.02764539397837799,0.00;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.07;0.01;0.10;0.03
2025-04-19 22:12:42,down_swipe,11,0.02408055715689443,0,0.015391079933103602,0,0.01244910631170728,0.00;0.02;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.02;0.01
2025-04-19 22:12:48,click,26,0.37049654501485335,0,0.10361412043352057,0,0.025258132666081463,0.00;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.04;0.02;0.15;0.09;0.37;0.10;0.34;0.05;0.18;0.07;0.12;0.09;0.30;0.09;0.31;0.08;0.16;0.03
2025-04-19 22:12:52,pinch,12,0.060719077848495485,0,0.02740679366032617,0,0.01806727062126,0.00;0.04;0.03;0.06;0.02;0.02;0.01;0.02;0.02;0.03;0.06;0.02
2025-04-19 22:13:04,click,11,0.03346762249299035,0,0.016457874336157512,0,0.019379568541966923,0.00;0.02;0.02;0.01;0.01;0.02;0.02;0.02;0.01;0.03;0.02
2025-04-19 22:13:06,click,11,0.028705461761275655,0,0.018976703264032013,0,0.01755011008059452,0.00;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.01;0.02;0.02
